trecho_id,decliv_media_pct,decliv_max_pct,frac_plana,frac_ingreme,decliv_media_graus
RO-ARQ-1651,4.58,5.1,0.0,0.0,2.62
RO-ARQ-1652,,,,,
RO-ARQ-1653,7.17,21.65,0.188,0.344,4.1
RO-ARQ-1654,9.58,22.93,0.075,0.522,5.47
RO-ARQ-1655,5.93,19.36,0.075,0.209,3.39
RO-ARQ-1656,3.8,10.24,0.292,0.031,2.18
RO-ARQ-1657,5.37,17.3,0.091,0.152,3.07
RO-ARQ-1658,11.4,31.58,0.0,0.682,6.51
RO-ARQ-1659,7.78,24.52,0.273,0.424,4.45
RO-ARQ-1660,,,,,
RO-ARQ-1661,,,,,
RO-ARQ-1662,,,,,
RO-ARQ-1663,,,,,
RO-ARQ-1664,,,,,
RO-ARQ-1665,,,,,
RO-ARQ-1666,,,,,
RO-ARQ-1667,,,,,
RO-ARQ-1668,7.9,18.11,0.067,0.4,4.52
RO-ARQ-1669,8.05,16.62,0.05,0.467,4.6
RO-ARQ-1670,13.32,25.4,0.0,0.848,7.59
RO-ARQ-1671,14.2,24.01,0.0,0.932,8.08
RO-ARQ-1672,13.09,19.41,0.0,0.915,7.46
RO-ARQ-1673,16.91,25.22,0.0,0.954,9.6
RO-ARQ-1674,5.26,14.06,0.164,0.213,3.01
RO-ARQ-1675,6.09,24.19,0.033,0.183,3.49
RO-ARQ-1676,11.93,31.92,0.0,0.614,6.8
RO-ARQ-1677,9.2,19.74,0.0,0.569,5.25
RO-ARQ-1678,12.68,23.53,0.033,0.717,7.22
RO-ARQ-1679,5.02,14.59,0.245,0.226,2.87
RO-ARQ-1680,8.74,17.74,0.015,0.523,5.0
RO-ARQ-1681,4.38,12.38,0.026,0.077,2.51
RO-ARQ-1682,11.28,26.14,0.068,0.507,6.44
RO-ARQ-1683,10.05,26.12,0.088,0.559,5.74
RO-ARQ-1684,9.17,18.66,0.0,0.61,5.24
RO-ARQ-1685,8.71,15.43,0.069,0.638,4.98
RO-ARQ-1686,,,,,
RO-ARQ-1687,,,,,
RO-ARQ-1688,6.95,13.33,0.02,0.3,3.97
RO-ARQ-1689,10.09,27.48,0.0,0.618,5.76
RO-ARQ-1690,8.98,16.98,0.049,0.557,5.13
RO-ARQ-1691,,,,,
RO-ARQ-1692,,,,,
RO-ARQ-1693,9.62,27.46,0.031,0.5,5.49
RO-ARQ-1694,8.86,21.01,0.02,0.51,5.06
RO-ARQ-1695,,,,,
RO-ARQ-1696,,,,,
RO-ARQ-1697,13.76,31.63,0.029,0.843,7.83
RO-ARQ-1698,6.8,25.88,0.068,0.233,3.89
RO-ARQ-1699,6.14,17.32,0.054,0.162,3.51
RO-ARQ-1700,,,,,
RO-ARQ-1701,9.71,19.69,0.0,0.5,5.55
RO-ARQ-1702,5.64,12.73,0.082,0.151,3.23
RO-ARQ-1703,8.32,20.48,0.013,0.493,4.75
RO-ARQ-1704,9.83,21.54,0.0,0.658,5.61
RO-ARQ-1705,9.15,29.4,0.068,0.432,5.23
RO-ARQ-1706,19.47,39.81,0.0,0.929,11.02
RO-ARQ-1707,15.63,34.46,0.016,0.762,8.88
RO-ARQ-1708,4.22,8.41,0.014,0.014,2.42
RO-ARQ-1709,3.57,7.13,0.145,0.0,2.04
RO-ARQ-1710,4.58,6.61,0.056,0.0,2.62
RO-ARQ-1711,3.92,10.15,0.344,0.109,2.24
RO-ARQ-1712,3.87,5.98,0.094,0.0,2.22
RO-ARQ-1713,6.0,15.5,0.094,0.281,3.44
RO-ARQ-1714,3.81,7.16,0.029,0.0,2.18
RO-ARQ-1715,3.3,6.51,0.167,0.0,1.89
RO-ARQ-1716,7.15,24.63,0.028,0.264,4.09
RO-ARQ-1717,3.89,9.8,0.133,0.067,2.23
RO-ARQ-1718,7.6,17.4,0.016,0.359,4.35
RO-ARQ-1719,7.55,17.29,0.047,0.406,4.32
RO-ARQ-1720,5.22,11.74,0.048,0.079,2.99
RO-ARQ-1721,13.52,23.68,0.0,0.786,7.7
RO-ARQ-1722,10.69,18.43,0.0,0.702,6.1
RO-ARQ-1723,8.43,20.78,0.045,0.364,4.82
RO-ARQ-1724,6.26,18.0,0.117,0.267,3.58
RO-ARQ-1725,8.24,18.11,0.074,0.444,4.71
RO-ARQ-1726,10.25,20.13,0.0,0.621,5.85
RO-ARQ-1727,11.42,24.78,0.0,0.655,6.52
RO-ARQ-1728,10.37,16.84,0.019,0.654,5.92
RO-ARQ-1729,,,,,
RO-ARQ-1730,,,,,
RO-ARQ-1731,,,,,
RO-ARQ-1732,,,,,
RO-ARQ-1733,,,,,
RO-ARQ-1734,,,,,
RO-ARQ-1735,,,,,
RO-ARQ-1736,5.82,12.2,0.02,0.12,3.33
RO-ARQ-1737,6.66,11.22,0.048,0.339,3.81
RO-ARQ-1738,10.93,29.77,0.0,0.576,6.24
RO-ARQ-1739,6.19,20.05,0.131,0.18,3.54
RO-ARQ-1740,5.23,11.78,0.1,0.133,2.99
RO-ARQ-1741,4.67,10.21,0.022,0.087,2.67
RO-ARQ-1742,3.59,6.86,0.2,0.0,2.05
RO-ARQ-1743,7.95,17.09,0.018,0.418,4.54
RO-ARQ-1744,4.27,8.51,0.032,0.016,2.44
RO-ARQ-1745,20.04,26.68,0.0,0.983,11.33
RO-ARQ-1746,8.67,18.93,0.02,0.44,4.96
RO-ARQ-1747,4.48,9.3,0.0,0.018,2.57
RO-ARQ-1748,6.24,16.47,0.0,0.154,3.57
RO-ARQ-1749,4.22,10.17,0.038,0.038,2.41
RO-ARQ-1750,3.1,8.57,0.269,0.019,1.78
RO-ARQ-1751,3.26,5.46,0.125,0.0,1.87
RO-ARQ-1752,3.41,8.59,0.27,0.027,1.95
RO-ARQ-1753,6.31,9.82,0.0,0.333,3.61
RO-ARQ-1754,15.34,24.96,0.0,1.0,8.72
RO-ARQ-1755,5.09,10.85,0.1,0.2,2.91
RO-ARQ-1756,8.72,18.3,0.125,0.625,4.98
RO-ARQ-1757,9.16,15.09,0.0,0.714,5.23
RO-ARQ-1758,9.6,37.84,0.071,0.268,5.48
RO-ARQ-1759,6.2,10.38,0.0,0.5,3.55
RO-ARQ-1760,4.95,9.55,0.048,0.143,2.84
RO-ARQ-1761,3.65,8.13,0.3,0.1,2.09
RO-ARQ-1762,4.55,7.42,0.077,0.0,2.61
RO-ARQ-1763,5.33,12.75,0.095,0.19,3.05
RO-ARQ-1764,7.14,17.53,0.094,0.312,4.09
RO-ARQ-1765,4.58,11.95,0.042,0.125,2.62
RO-ARQ-1766,4.34,8.35,0.25,0.125,2.48
RO-ARQ-1767,5.46,17.23,0.268,0.286,3.13
RO-ARQ-1768,2.51,3.8,0.261,0.0,1.44
RO-ARQ-1769,2.31,3.8,0.214,0.0,1.32
RO-ARQ-1770,2.47,4.75,0.304,0.0,1.41
RO-ARQ-1771,2.28,3.29,0.333,0.0,1.3
RO-ARQ-1772,2.04,3.71,0.471,0.0,1.17
RO-ARQ-1773,2.06,3.31,0.469,0.0,1.18
RO-ARQ-1774,2.17,3.64,0.536,0.0,1.24
RO-ARQ-1775,2.19,3.32,0.308,0.0,1.26
RO-ARQ-1776,1.98,2.77,0.529,0.0,1.13
RO-ARQ-1777,2.06,3.23,0.615,0.0,1.18
RO-ARQ-1778,1.59,3.12,0.692,0.0,0.91
RO-ARQ-1779,1.69,2.98,0.65,0.0,0.97
RO-ARQ-1780,1.8,2.93,0.769,0.0,1.03
RO-ARQ-1781,2.8,4.93,0.308,0.0,1.61
RO-ARQ-1782,2.61,5.49,0.375,0.0,1.5
RO-ARQ-1783,2.82,5.49,0.294,0.0,1.62
RO-ARQ-1784,4.72,5.81,0.0,0.0,2.7
RO-ARQ-1785,2.65,14.58,0.485,0.029,1.52
RO-ARQ-1786,1.61,3.88,0.76,0.0,0.92
RO-ARQ-1787,1.89,5.32,0.833,0.0,1.08
RO-ARQ-1788,1.75,3.19,0.69,0.0,1.0
RO-ARQ-1789,2.48,4.46,0.321,0.0,1.42
RO-ARQ-1790,2.05,4.64,0.536,0.0,1.17
RO-ARQ-1791,1.82,2.77,0.571,0.0,1.04
RO-ARQ-1792,3.03,9.85,0.5,0.059,1.73
RO-ARQ-1793,1.82,4.29,0.65,0.0,1.04
RO-ARQ-1794,1.74,3.91,0.7,0.0,1.0
RO-ARQ-1795,1.57,2.97,0.625,0.0,0.9
RO-ARQ-1796,2.01,3.55,0.514,0.0,1.15
RO-ARQ-1797,2.18,2.79,0.222,0.0,1.25
RO-ARQ-1798,3.7,4.84,0.0,0.0,2.12
RO-ARQ-1799,4.51,8.08,0.067,0.067,2.58
RO-ARQ-1800,3.32,5.18,0.0,0.0,1.9
RO-ARQ-1801,4.63,7.27,0.056,0.0,2.65
RO-ARQ-1802,3.77,7.13,0.0,0.0,2.16
RO-ARQ-1803,5.65,9.24,0.077,0.231,3.23
RO-ARQ-1804,2.5,4.69,0.5,0.0,1.43
RO-ARQ-1805,1.76,3.36,0.688,0.0,1.01
RO-ARQ-1806,2.57,4.98,0.267,0.0,1.47
RO-ARQ-1807,3.25,4.98,0.25,0.0,1.86
RO-ARQ-1808,3.8,7.44,0.136,0.0,2.18
RO-ARQ-1809,2.03,3.74,0.516,0.0,1.16
RO-ARQ-1810,3.16,4.11,0.0,0.0,1.81
RO-ARQ-1811,3.52,4.82,0.056,0.0,2.02
RO-ARQ-1812,3.07,3.34,0.0,0.0,1.76
RO-ARQ-1813,4.01,4.82,0.0,0.0,2.3
RO-ARQ-1814,2.06,3.77,0.667,0.0,1.18
RO-ARQ-1815,2.19,2.36,0.0,0.0,1.26
RO-ARQ-1816,1.67,2.32,0.5,0.0,0.96
RO-ARQ-1817,2.58,4.74,0.375,0.0,1.48
RO-ARQ-1818,2.71,5.42,0.5,0.0,1.55
RO-ARQ-1819,3.1,5.5,0.154,0.0,1.78
RO-ARQ-1820,2.98,7.83,0.417,0.0,1.71
RO-ARQ-1821,2.95,5.14,0.286,0.0,1.69
RO-ARQ-1822,2.66,3.62,0.2,0.0,1.52
RO-ARQ-1823,3.95,7.01,0.128,0.0,2.26
RO-ARQ-1824,2.81,3.79,0.25,0.0,1.61
RO-ARQ-1825,3.66,5.7,0.083,0.0,2.1
RO-ARQ-1826,4.04,7.18,0.184,0.0,2.31
RO-ARQ-1827,2.87,10.57,0.452,0.048,1.64
RO-ARQ-1828,1.81,3.64,0.652,0.0,1.04
RO-ARQ-1829,4.14,5.89,0.2,0.0,2.37
RO-ARQ-1830,2.79,4.95,0.176,0.0,1.6
RO-ARQ-1831,3.97,6.41,0.0,0.0,2.27
RO-ARQ-1832,3.94,6.19,0.083,0.0,2.26
RO-ARQ-1833,3.9,7.63,0.0,0.0,2.23
RO-ARQ-1834,6.1,8.43,0.0,0.105,3.49
RO-ARQ-1835,3.14,4.09,0.333,0.0,1.8
RO-ARQ-1836,1.89,3.93,0.6,0.0,1.08
RO-ARQ-1837,2.57,3.77,0.273,0.0,1.47
RO-ARQ-1838,3.97,8.59,0.083,0.042,2.27
RO-ARQ-1839,4.95,8.59,0.0,0.167,2.83
RO-ARQ-1840,2.19,2.26,0.0,0.0,1.25
RO-ARQ-1841,1.9,2.47,0.5,0.0,1.09
RO-ARQ-1842,2.82,4.93,0.333,0.0,1.61
RO-ARQ-1843,3.95,5.79,0.0,0.0,2.26
RO-ARQ-1844,2.32,5.03,0.625,0.0,1.33
RO-ARQ-1845,6.7,10.02,0.0,0.4,3.83
RO-ARQ-1846,2.84,5.34,0.25,0.0,1.63
RO-ARQ-1847,3.79,4.94,0.167,0.0,2.17
RO-ARQ-1848,5.1,8.74,0.0,0.091,2.92
RO-ARQ-1849,3.1,4.94,0.5,0.0,1.77
RO-ARQ-1850,3.3,4.26,0.333,0.0,1.89
RO-ARQ-1851,1.99,5.37,0.634,0.0,1.14
RO-ARQ-1852,2.84,4.45,0.0,0.0,1.63
RO-ARQ-1853,2.3,2.96,0.5,0.0,1.32
RO-ARQ-1854,2.85,5.51,0.3,0.0,1.63
RO-ARQ-1855,2.25,4.62,0.5,0.0,1.29
RO-ARQ-1856,2.47,4.76,0.286,0.0,1.42
RO-ARQ-1857,1.88,1.88,1.0,0.0,1.07
RO-ARQ-1858,2.75,3.61,0.0,0.0,1.58
RO-ARQ-1859,3.26,3.36,0.0,0.0,1.86
RO-ARQ-1860,2.41,6.16,0.421,0.0,1.38
RO-ARQ-1861,1.56,3.62,0.714,0.0,0.89
RO-ARQ-1862,1.46,2.49,0.789,0.0,0.84
RO-ARQ-1863,2.64,4.42,0.25,0.0,1.51
RO-ARQ-1864,2.7,4.82,0.286,0.0,1.54
RO-ARQ-1865,1.9,3.19,0.5,0.0,1.09
RO-ARQ-1866,2.66,5.51,0.308,0.0,1.53
RO-ARQ-1867,1.58,3.16,0.667,0.0,0.91
RO-ARQ-1868,2.5,4.39,0.375,0.0,1.43
RO-ARQ-1869,2.69,4.8,0.235,0.0,1.54
RO-ARQ-1870,2.15,3.24,0.28,0.0,1.23
RO-ARQ-1871,2.67,4.94,0.412,0.0,1.53
RO-ARQ-1872,1.33,2.38,0.727,0.0,0.76
RO-ARQ-1873,1.79,3.63,0.591,0.0,1.02
RO-ARQ-1874,1.39,2.66,0.824,0.0,0.8
RO-ARQ-1875,1.75,4.05,0.613,0.0,1.0
RO-ARQ-1876,3.17,5.93,0.312,0.0,1.82
RO-ARQ-1877,4.25,6.55,0.0,0.0,2.43
RO-ARQ-1878,1.15,1.51,1.0,0.0,0.66
RO-ARQ-1879,2.08,3.95,0.389,0.0,1.19
RO-ARQ-1880,2.91,4.6,0.115,0.0,1.67
RO-ARQ-1881,1.62,1.75,1.0,0.0,0.93
RO-ARQ-1882,2.95,4.7,0.25,0.0,1.69
RO-ARQ-1883,2.96,4.4,0.038,0.0,1.7
RO-ARQ-1884,3.27,5.78,0.077,0.0,1.87
RO-ARQ-1885,3.54,5.91,0.5,0.0,2.03
RO-ARQ-1886,4.33,5.82,0.0,0.0,2.48
RO-ARQ-1887,2.67,5.73,0.356,0.0,1.53
RO-ARQ-1888,1.59,2.62,0.625,0.0,0.91
RO-ARQ-1889,3.48,5.01,0.133,0.0,1.99
RO-ARQ-1890,7.87,17.51,0.0,0.286,4.5
RO-ARQ-1891,6.56,11.55,0.0,0.25,3.75
RO-ARQ-1892,5.95,14.48,0.1,0.3,3.41
RO-ARQ-1893,3.7,5.49,0.25,0.0,2.12
RO-ARQ-1894,7.36,11.96,0.0,0.333,4.21
RO-ARQ-1895,2.97,7.11,0.4,0.0,1.7
RO-ARQ-1896,7.31,10.37,0.0,0.429,4.18
RO-ARQ-1897,3.6,14.6,0.24,0.04,2.06
RO-ARQ-1898,9.02,12.45,0.0,0.5,5.15
RO-ARQ-1899,6.18,9.79,0.0,0.2,3.53
RO-ARQ-1900,2.89,3.87,0.0,0.0,1.66
RO-ARQ-1901,2.4,5.29,0.48,0.0,1.38
RO-ARQ-1902,2.7,5.41,0.457,0.0,1.55
RO-ARQ-1903,2.57,5.4,0.4,0.0,1.47
RO-ARQ-1904,4.54,5.29,0.0,0.0,2.6
RO-ARQ-1905,2.01,2.88,0.5,0.0,1.15
RO-ARQ-1906,1.61,2.64,0.762,0.0,0.92
RO-ARQ-1907,1.8,2.73,0.8,0.0,1.03
RO-ARQ-1908,2.09,5.85,0.667,0.0,1.2
RO-ARQ-1909,2.09,2.99,0.429,0.0,1.2
RO-ARQ-1910,3.67,19.09,0.341,0.085,2.1
RO-ARQ-1911,11.07,19.0,0.0,0.714,6.32
RO-ARQ-1912,4.51,10.41,0.1,0.1,2.58
RO-ARQ-1913,8.9,12.76,0.0,0.5,5.09
RO-ARQ-1914,3.45,5.04,0.182,0.0,1.98
RO-ARQ-1915,6.09,15.07,0.062,0.229,3.49
RO-ARQ-1916,5.03,11.35,0.167,0.333,2.88
RO-ARQ-1917,4.79,8.26,0.1,0.1,2.74
RO-ARQ-1918,1.11,1.72,1.0,0.0,0.63
RO-ARQ-1919,3.17,5.46,0.188,0.0,1.82
RO-ARQ-1920,2.2,4.5,0.5,0.0,1.26
RO-ARQ-1921,1.86,3.98,0.462,0.0,1.07
RO-ARQ-1922,4.6,7.26,0.105,0.0,2.63
RO-ARQ-1923,2.64,4.71,0.4,0.0,1.51
RO-ARQ-1924,6.4,8.75,0.0,0.286,3.66
RO-ARQ-1925,7.39,8.75,0.0,0.333,4.22
RO-ARQ-1926,4.6,6.94,0.0,0.0,2.63
RO-ARQ-1927,5.57,8.17,0.0,0.143,3.19
RO-ARQ-1928,5.69,8.53,0.0,0.056,3.26
RO-ARQ-1929,5.16,10.3,0.0,0.222,2.95
RO-ARQ-1930,4.79,6.41,0.0,0.0,2.74
RO-ARQ-1931,5.56,6.96,0.0,0.0,3.18
RO-ARQ-1932,4.78,5.22,0.0,0.0,2.74
RO-ARQ-1933,2.89,4.44,0.25,0.0,1.66
RO-ARQ-1934,3.55,5.29,0.053,0.0,2.03
RO-ARQ-1935,2.75,4.33,0.286,0.0,1.57
RO-ARQ-1936,4.88,5.32,0.0,0.0,2.79
RO-ARQ-1937,2.66,3.06,0.0,0.0,1.53
RO-ARQ-1938,3.9,5.99,0.0,0.0,2.24
RO-ARQ-1939,5.59,8.91,0.0,0.077,3.2
RO-ARQ-1940,5.12,13.2,0.05,0.1,2.93
RO-ARQ-1941,2.79,3.97,0.25,0.0,1.6
RO-ARQ-1942,5.03,6.66,0.0,0.0,2.88
RO-ARQ-1943,3.34,7.56,0.333,0.0,1.91
RO-ARQ-1944,3.72,6.37,0.105,0.0,2.13
RO-ARQ-1945,3.62,9.5,0.185,0.074,2.07
RO-ARQ-1946,3.75,5.31,0.091,0.0,2.15
RO-ARQ-1947,6.47,7.35,0.0,0.0,3.7
RO-ARQ-1948,8.8,10.93,0.0,0.5,5.03
RO-ARQ-1949,7.72,18.89,0.067,0.378,4.41
RO-ARQ-1950,3.74,9.12,0.0,0.111,2.14
RO-ARQ-1951,6.29,10.33,0.0,0.273,3.6
RO-ARQ-1952,4.55,8.88,0.333,0.111,2.6
RO-ARQ-1953,7.67,10.58,0.0,0.5,4.38
RO-ARQ-1954,6.91,16.51,0.061,0.273,3.95
RO-ARQ-1955,6.5,9.57,0.0,0.333,3.72
RO-ARQ-1956,3.41,4.58,0.2,0.0,1.96
RO-ARQ-1957,3.39,4.16,0.2,0.0,1.94
RO-ARQ-1958,7.4,12.29,0.0,0.25,4.23
RO-ARQ-1959,3.43,4.99,0.0,0.0,1.96
RO-ARQ-1960,2.06,4.83,0.553,0.0,1.18
RO-ARQ-1961,1.97,2.79,0.429,0.0,1.13
RO-ARQ-1962,1.97,2.89,0.45,0.0,1.13
RO-ARQ-1963,2.27,3.63,0.366,0.0,1.3
RO-ARQ-1964,1.78,2.95,0.606,0.0,1.02
RO-ARQ-1965,1.4,2.4,0.895,0.0,0.8
RO-ARQ-1966,3.15,8.07,0.077,0.038,1.81
RO-ARQ-1967,3.63,12.08,0.321,0.094,2.08
RO-ARQ-1968,2.76,11.3,0.447,0.043,1.58
RO-ARQ-1969,5.05,20.68,0.0,0.111,2.89
RO-ARQ-1970,9.11,23.16,0.0,0.368,5.21
RO-ARQ-1971,2.83,17.95,0.826,0.087,1.62
RO-ARQ-1972,10.35,22.08,0.2,0.6,5.91
RO-ARQ-1973,4.08,4.86,0.0,0.0,2.34
RO-ARQ-1974,8.25,23.45,0.312,0.438,4.71
RO-ARQ-1975,3.56,18.74,0.429,0.071,2.04
RO-ARQ-1976,2.04,4.67,0.556,0.0,1.17
RO-ARQ-1977,2.25,4.86,0.522,0.0,1.29
RO-ARQ-1978,2.8,4.53,0.267,0.0,1.6
RO-ARQ-1979,2.71,4.89,0.25,0.0,1.55
RO-ARQ-1980,2.45,4.1,0.348,0.0,1.4
RO-ARQ-1981,4.59,5.93,0.0,0.0,2.63
RO-ARQ-1982,7.88,21.13,0.0,0.308,4.51
RO-ARQ-1983,4.83,13.28,0.118,0.118,2.77
RO-ARQ-1984,2.01,2.54,0.417,0.0,1.15
RO-ARQ-1985,2.47,2.99,0.091,0.0,1.42
RO-ARQ-1986,3.0,3.49,0.0,0.0,1.72
RO-ARQ-1987,3.71,4.31,0.0,0.0,2.13
RO-ARQ-1988,6.55,13.28,0.0,0.25,3.75
RO-ARQ-1989,4.19,4.9,0.0,0.0,2.4
RO-ARQ-1990,2.94,4.54,0.0,0.0,1.68
RO-ARQ-1991,2.48,4.04,0.308,0.0,1.42
RO-ARQ-1992,3.63,10.2,0.095,0.048,2.08
RO-ARQ-1993,7.82,11.3,0.0,0.4,4.47
RO-ARQ-1994,9.37,14.0,0.0,0.6,5.35
RO-ARQ-1995,11.68,31.33,0.053,0.474,6.66
RO-ARQ-1996,9.44,29.17,0.263,0.474,5.39
RO-ARQ-1997,3.66,29.17,0.792,0.125,2.1
RO-ARQ-1998,0.89,1.26,1.0,0.0,0.51
RO-ARQ-1999,3.08,10.77,0.647,0.118,1.76
RO-ARQ-2000,6.6,16.91,0.1,0.367,3.77
RO-ARQ-2001,7.38,20.91,0.412,0.353,4.22
RO-ARQ-2002,2.16,5.09,0.6,0.0,1.24
RO-ARQ-2003,5.03,22.87,0.688,0.271,2.88
RO-ARQ-2004,1.6,3.77,0.737,0.0,0.91
RO-ARQ-2005,2.5,8.71,0.65,0.05,1.43
RO-ARQ-2006,2.59,8.36,0.647,0.059,1.49
RO-ARQ-2007,2.51,2.87,0.0,0.0,1.44
RO-ARQ-2008,1.5,2.06,0.857,0.0,0.86
RO-ARQ-2009,0.8,1.57,1.0,0.0,0.46
RO-ARQ-2010,0.89,1.34,1.0,0.0,0.51
RO-ARQ-2011,0.73,1.33,1.0,0.0,0.42
RO-ARQ-2012,3.49,5.52,0.25,0.0,2.0
RO-ARQ-2013,3.6,4.42,0.0,0.0,2.06
RO-ARQ-2014,2.38,4.86,0.462,0.0,1.36
RO-ARQ-2015,5.43,7.76,0.0,0.0,3.11
RO-ARQ-2016,4.4,22.37,0.364,0.182,2.52
RO-ARQ-2017,7.21,13.28,0.133,0.267,4.13
RO-ARQ-2018,5.33,10.69,0.172,0.241,3.05
RO-ARQ-2019,7.03,11.87,0.057,0.4,4.02
RO-ARQ-2020,6.51,12.38,0.063,0.349,3.72
RO-ARQ-2021,5.8,14.28,0.286,0.214,3.32
RO-ARQ-2022,6.62,20.0,0.143,0.143,3.79
RO-ARQ-2023,5.45,8.94,0.0,0.1,3.12
RO-ARQ-2024,6.8,8.94,0.0,0.3,3.89
RO-ARQ-2025,7.1,15.99,0.032,0.403,4.06
RO-ARQ-2026,3.77,12.79,0.28,0.04,2.16
RO-ARQ-2027,4.87,15.4,0.231,0.192,2.79
RO-ARQ-2028,2.14,3.03,0.5,0.0,1.23
RO-ARQ-2029,2.98,17.34,0.414,0.034,1.71
RO-ARQ-2030,7.37,23.59,0.176,0.294,4.21
RO-ARQ-2031,3.69,11.32,0.325,0.025,2.11
RO-ARQ-2032,2.8,5.79,0.4,0.0,1.61
RO-ARQ-2033,6.01,7.78,0.0,0.0,3.44
RO-ARQ-2034,5.61,12.87,0.261,0.348,3.21
RO-ARQ-2035,7.53,11.87,0.0,0.533,4.31
RO-ARQ-2036,3.96,7.54,0.115,0.0,2.27
RO-ARQ-2037,3.38,5.76,0.2,0.0,1.93
RO-ARQ-2038,5.46,7.75,0.0,0.0,3.13
RO-ARQ-2039,3.95,5.81,0.0,0.0,2.26
RO-ARQ-2040,5.39,10.88,0.161,0.129,3.08
RO-ARQ-2041,5.07,8.74,0.19,0.19,2.9
RO-ARQ-2042,9.29,15.42,0.0,0.625,5.31
RO-ARQ-2043,2.61,5.18,0.3,0.0,1.49
RO-ARQ-2044,2.69,5.69,0.36,0.0,1.54
RO-ARQ-2045,2.71,5.88,0.435,0.0,1.55
RO-ARQ-2046,4.42,11.2,0.077,0.115,2.53
RO-ARQ-2047,3.22,10.44,0.333,0.074,1.84
RO-ARQ-2048,5.42,11.65,0.0,0.16,3.1
RO-ARQ-2049,4.46,8.04,0.1,0.05,2.55
RO-ARQ-2050,3.57,6.53,0.148,0.0,2.04
RO-ARQ-2051,3.65,5.84,0.133,0.0,2.09
RO-ARQ-2052,5.42,11.21,0.062,0.25,3.1
RO-ARQ-2053,2.27,3.75,0.5,0.0,1.3
RO-ARQ-2054,4.68,8.13,0.214,0.071,2.68
RO-ARQ-2055,3.54,9.17,0.242,0.03,2.03
RO-ARQ-2056,3.84,8.13,0.156,0.031,2.2
RO-ARQ-2057,4.38,7.06,0.111,0.0,2.51
RO-ARQ-2058,3.7,8.75,0.146,0.024,2.12
RO-ARQ-2059,5.1,9.26,0.03,0.061,2.92
RO-ARQ-2060,5.18,13.16,0.15,0.15,2.96
RO-ARQ-2061,3.05,13.98,0.433,0.067,1.74
RO-ARQ-2062,5.44,8.7,0.0,0.097,3.11
RO-ARQ-2063,5.99,10.78,0.025,0.225,3.43
RO-ARQ-2064,6.13,11.56,0.0,0.263,3.51
RO-ARQ-2065,3.06,6.62,0.345,0.0,1.75
RO-ARQ-2066,4.49,8.82,0.0,0.032,2.57
RO-ARQ-2067,3.85,6.06,0.091,0.0,2.2
RO-ARQ-2068,3.57,8.62,0.161,0.032,2.04
RO-ARQ-2069,3.65,8.43,0.132,0.026,2.09
RO-ARQ-2070,4.54,15.21,0.275,0.175,2.6
RO-ARQ-2071,5.86,12.93,0.136,0.318,3.35
RO-ARQ-2072,5.54,9.79,0.056,0.222,3.17
RO-ARQ-2073,6.95,11.41,0.0,0.423,3.97
RO-ARQ-2074,4.35,5.46,0.0,0.0,2.49
RO-ARQ-2075,4.41,10.59,0.154,0.154,2.53
RO-ARQ-2076,4.92,9.71,0.062,0.094,2.81
RO-ARQ-2077,7.42,12.8,0.0,0.41,4.25
RO-ARQ-2078,10.44,18.09,0.0,0.786,5.96
RO-ARQ-2079,8.89,15.69,0.0,0.524,5.08
RO-ARQ-2080,4.5,10.27,0.0,0.118,2.58
RO-ARQ-2081,7.48,14.82,0.038,0.385,4.28
RO-ARQ-2082,10.6,20.58,0.0,0.55,6.05
RO-ARQ-2083,5.31,11.93,0.105,0.158,3.04
RO-ARQ-2084,7.81,20.58,0.1,0.3,4.47
RO-ARQ-2085,4.01,5.9,0.091,0.0,2.3
RO-ARQ-2086,5.33,9.0,0.0,0.143,3.05
RO-ARQ-2087,4.06,9.97,0.111,0.074,2.32
RO-ARQ-2088,5.21,7.06,0.0,0.0,2.98
RO-ARQ-2089,3.52,6.22,0.154,0.0,2.02
RO-ARQ-2090,4.95,10.23,0.0,0.071,2.84
RO-ARQ-2091,6.66,9.86,0.0,0.312,3.81
RO-ARQ-2092,5.37,10.78,0.043,0.174,3.07
RO-ARQ-2093,8.12,9.71,0.0,0.75,4.64
RO-ARQ-2094,6.34,9.71,0.0,0.261,3.63
RO-ARQ-2095,6.88,15.8,0.217,0.391,3.94
RO-ARQ-2096,4.03,6.4,0.0,0.0,2.31
RO-ARQ-2097,4.2,6.4,0.0,0.0,2.41
RO-ARQ-2098,3.41,7.02,0.154,0.0,1.95
RO-ARQ-2099,3.27,7.02,0.161,0.0,1.87
RO-ARQ-2100,3.54,7.68,0.211,0.0,2.03
RO-ARQ-2101,4.77,6.11,0.0,0.0,2.73
RO-ARQ-2102,4.71,11.49,0.286,0.107,2.7
RO-ARQ-2103,5.41,9.97,0.1,0.3,3.1
RO-ARQ-2104,7.62,17.57,0.053,0.368,4.36
RO-ARQ-2105,5.92,9.07,0.067,0.2,3.39
RO-ARQ-2106,8.16,14.7,0.0,0.552,4.67
RO-ARQ-2107,8.02,15.24,0.0,0.5,4.59
RO-ARQ-2108,7.99,11.45,0.05,0.55,4.57
RO-ARQ-2109,7.33,11.64,0.0,0.375,4.19
RO-ARQ-2110,9.82,19.45,0.118,0.529,5.61
RO-ARQ-2111,14.19,17.26,0.0,1.0,8.07
