trecho_id,decliv_media_pct,decliv_max_pct,frac_plana,frac_ingreme,decliv_media_graus
RO-ARQ-4834,15.63,42.11,0.016,0.766,8.89
RO-ARQ-4835,11.99,41.38,0.0,0.617,6.84
RO-ARQ-4836,12.82,27.74,0.053,0.807,7.3
RO-ARQ-4837,5.29,16.67,0.0,0.095,3.03
RO-ARQ-4838,4.41,5.25,0.0,0.0,2.53
RO-ARQ-4839,14.44,19.01,0.0,0.667,8.22
RO-ARQ-4840,5.4,11.14,0.0,0.059,3.09
RO-ARQ-4841,7.0,22.42,0.083,0.306,4.01
RO-ARQ-4842,27.41,56.8,0.0,0.934,15.33
RO-ARQ-4843,8.64,32.63,0.255,0.309,4.94
RO-ARQ-4844,7.45,19.19,0.033,0.317,4.26
RO-ARQ-4845,8.1,21.54,0.022,0.467,4.63
RO-ARQ-4846,8.78,19.98,0.059,0.441,5.02
RO-ARQ-4847,2.82,3.81,0.167,0.0,1.61
RO-ARQ-4848,9.39,18.81,0.0,0.529,5.36
RO-ARQ-4849,3.73,8.28,0.143,0.071,2.14
RO-ARQ-4850,3.9,14.65,0.246,0.07,2.23
RO-ARQ-4851,24.8,51.91,0.029,0.829,13.93
RO-ARQ-4852,8.92,20.34,0.0,0.5,5.1
RO-ARQ-4853,10.3,31.59,0.122,0.486,5.88
RO-ARQ-4854,7.21,30.78,0.014,0.219,4.13
RO-ARQ-4855,22.99,50.33,0.015,0.809,12.95
RO-ARQ-4856,12.2,43.88,0.027,0.534,6.95
RO-ARQ-4857,8.17,23.01,0.057,0.414,4.67
RO-ARQ-4858,11.68,41.14,0.0,0.614,6.66
RO-ARQ-4859,3.97,5.06,0.091,0.0,2.27
RO-ARQ-4860,11.92,21.14,0.0,0.8,6.8
RO-ARQ-4861,7.16,29.2,0.031,0.246,4.09
RO-ARQ-4862,4.8,17.98,0.0,0.034,2.75
RO-ARQ-4863,3.34,5.0,0.077,0.0,1.91
RO-ARQ-4864,5.38,22.08,0.25,0.203,3.08
RO-ARQ-4865,6.22,22.69,0.156,0.222,3.56
RO-ARQ-4866,5.47,10.76,0.0,0.038,3.13
RO-ARQ-4867,8.22,31.16,0.061,0.388,4.7
RO-ARQ-4868,9.45,42.06,0.0,0.486,5.4
RO-ARQ-4869,7.57,10.51,0.0,0.5,4.33
RO-ARQ-4870,5.54,6.47,0.0,0.0,3.17
RO-ARQ-4871,4.82,11.82,0.071,0.214,2.76
RO-ARQ-4872,3.72,7.88,0.333,0.0,2.13
RO-ARQ-4873,3.96,10.43,0.231,0.077,2.27
RO-ARQ-4874,4.21,10.37,0.148,0.111,2.41
RO-ARQ-4875,,,,,
RO-ARQ-4876,,,,,
RO-ARQ-4877,,,,,
RO-ARQ-4878,,,,,
RO-ARQ-4879,3.2,4.12,0.0,0.0,1.83
RO-ARQ-4880,17.77,41.09,0.016,0.742,10.08
RO-ARQ-4881,10.59,33.17,0.034,0.534,6.05
RO-ARQ-4882,7.69,11.75,0.0,0.5,4.4
RO-ARQ-4883,4.16,8.57,0.125,0.042,2.38
RO-ARQ-4884,22.63,36.46,0.0,0.782,12.75
RO-ARQ-4885,12.4,26.48,0.0,0.6,7.07
RO-ARQ-4886,7.5,27.59,0.182,0.312,4.29
RO-ARQ-4887,3.94,16.56,0.295,0.148,2.25
RO-ARQ-4888,13.98,39.3,0.037,0.63,7.96
RO-ARQ-4889,1.32,1.53,1.0,0.0,0.76
RO-ARQ-4890,1.53,1.53,1.0,0.0,0.88
RO-ARQ-4891,1.93,3.18,0.667,0.0,1.11
RO-ARQ-4892,1.84,2.6,0.5,0.0,1.05
RO-ARQ-4893,2.6,2.6,0.0,0.0,1.49
RO-ARQ-4894,1.24,1.24,1.0,0.0,0.71
RO-ARQ-4895,1.24,1.24,1.0,0.0,0.71
RO-ARQ-4896,3.12,3.64,0.0,0.0,1.79
RO-ARQ-4897,2.14,3.64,0.5,0.0,1.23
RO-ARQ-4898,1.16,1.24,1.0,0.0,0.67
RO-ARQ-4899,1.08,1.08,1.0,0.0,0.62
RO-ARQ-4900,7.64,19.99,0.067,0.467,4.37
RO-ARQ-4901,2.2,11.08,0.787,0.085,1.26
RO-ARQ-4902,5.07,10.26,0.139,0.139,2.91
RO-ARQ-4903,7.4,10.26,0.0,0.333,4.23
RO-ARQ-4904,2.28,5.86,0.55,0.0,1.31
RO-ARQ-4905,8.13,25.89,0.147,0.338,4.65
RO-ARQ-4906,10.07,25.66,0.118,0.526,5.75
RO-ARQ-4907,5.08,15.89,0.279,0.14,2.91
RO-ARQ-4908,5.62,17.8,0.07,0.155,3.22
RO-ARQ-4909,20.29,27.96,0.0,1.0,11.47
RO-ARQ-4910,7.6,21.21,0.039,0.342,4.35
RO-ARQ-4911,5.16,17.12,0.288,0.237,2.95
RO-ARQ-4912,11.7,20.72,0.066,0.803,6.68
RO-ARQ-4913,19.31,53.87,0.072,0.739,10.93
RO-ARQ-4914,2.96,5.93,0.245,0.0,1.7
RO-ARQ-4915,5.67,15.55,0.094,0.226,3.24
RO-ARQ-4916,5.01,13.3,0.154,0.135,2.87
RO-ARQ-4917,4.51,14.12,0.123,0.175,2.58
RO-ARQ-4918,4.44,9.18,0.0,0.048,2.54
RO-ARQ-4919,3.56,4.55,0.0,0.0,2.04
RO-ARQ-4920,13.93,28.33,0.125,0.5,7.93
RO-ARQ-4921,4.11,9.78,0.333,0.167,2.35
RO-ARQ-4922,8.02,32.51,0.27,0.397,4.59
RO-ARQ-4923,2.98,7.22,0.211,0.0,1.71
RO-ARQ-4924,1.36,2.16,0.667,0.0,0.78
RO-ARQ-4925,2.28,2.51,0.0,0.0,1.31
RO-ARQ-4926,6.47,23.28,0.588,0.314,3.7
RO-ARQ-4927,2.81,12.84,0.59,0.082,1.61
RO-ARQ-4928,6.36,21.27,0.172,0.293,3.64
RO-ARQ-4929,11.28,17.7,0.0,0.709,6.43
RO-ARQ-4930,6.29,11.22,0.182,0.455,3.6
RO-ARQ-4931,6.05,17.36,0.133,0.267,3.46
RO-ARQ-4932,14.62,32.45,0.107,0.786,8.32
RO-ARQ-4933,23.03,32.67,0.0,1.0,12.97
RO-ARQ-4934,2.42,2.52,0.0,0.0,1.38
RO-ARQ-4935,3.27,9.06,0.333,0.104,1.87
RO-ARQ-4936,14.12,27.34,0.064,0.638,8.04
RO-ARQ-4937,22.01,24.18,0.0,1.0,12.41
RO-ARQ-4938,26.5,37.63,0.0,1.0,14.84
RO-ARQ-4939,10.53,26.29,0.25,0.5,6.01
RO-ARQ-4940,18.83,24.76,0.0,1.0,10.66
RO-ARQ-4941,27.3,39.2,0.0,1.0,15.27
RO-ARQ-4942,7.46,20.85,0.036,0.434,4.27
RO-ARQ-4943,10.14,30.76,0.064,0.654,5.79
RO-ARQ-4944,2.94,9.46,0.583,0.083,1.68
RO-ARQ-4945,1.46,2.44,0.75,0.0,0.84
RO-ARQ-4946,2.21,3.95,0.364,0.0,1.27
RO-ARQ-4947,1.35,2.55,0.833,0.0,0.78
RO-ARQ-4948,4.92,10.46,0.174,0.217,2.82
RO-ARQ-4949,3.08,7.71,0.321,0.0,1.76
RO-ARQ-4950,6.16,16.68,0.0,0.19,3.52
RO-ARQ-4951,2.39,13.48,0.706,0.039,1.37
RO-ARQ-4952,12.4,24.7,0.111,0.533,7.07
RO-ARQ-4953,9.78,23.4,0.188,0.594,5.59
RO-ARQ-4954,6.89,23.0,0.148,0.259,3.94
RO-ARQ-4955,3.3,11.5,0.533,0.067,1.89
RO-ARQ-4956,7.31,13.01,0.0,0.308,4.18
RO-ARQ-4957,4.93,9.44,0.25,0.25,2.82
RO-ARQ-4958,5.01,10.41,0.174,0.174,2.87
RO-ARQ-4959,1.84,5.87,0.696,0.0,1.06
RO-ARQ-4960,2.99,9.06,0.625,0.125,1.71
RO-ARQ-4961,8.65,17.97,0.063,0.46,4.94
RO-ARQ-4962,7.58,19.11,0.034,0.362,4.34
RO-ARQ-4963,6.86,12.24,0.016,0.344,3.93
RO-ARQ-4964,9.06,23.63,0.058,0.522,5.18
RO-ARQ-4965,8.11,18.9,0.014,0.486,4.64
RO-ARQ-4966,8.21,28.96,0.111,0.309,4.69
RO-ARQ-4967,4.05,14.51,0.29,0.043,2.32
RO-ARQ-4968,3.97,22.75,0.565,0.129,2.27
RO-ARQ-4969,4.83,8.27,0.333,0.333,2.76
RO-ARQ-4970,1.99,5.24,0.643,0.0,1.14
RO-ARQ-4971,5.92,20.96,0.12,0.187,3.39
RO-ARQ-4972,4.93,6.16,0.0,0.0,2.82
RO-ARQ-4973,5.04,8.8,0.128,0.085,2.89
RO-ARQ-4974,4.88,7.97,0.25,0.0,2.8
RO-ARQ-4975,4.23,6.66,0.0,0.0,2.42
RO-ARQ-4976,4.68,9.7,0.02,0.059,2.68
RO-ARQ-4977,7.68,31.86,0.059,0.235,4.39
RO-ARQ-4978,6.27,17.53,0.096,0.223,3.59
RO-ARQ-4979,5.0,10.13,0.0,0.106,2.86
RO-ARQ-4980,5.79,12.38,0.021,0.149,3.31
RO-ARQ-4981,7.52,19.99,0.065,0.391,4.3
RO-ARQ-4982,7.26,15.71,0.014,0.386,4.15
RO-ARQ-4983,4.81,8.45,0.081,0.027,2.75
RO-ARQ-4984,4.91,15.76,0.143,0.048,2.81
RO-ARQ-4985,7.27,17.62,0.037,0.352,4.16
RO-ARQ-4986,3.58,8.1,0.143,0.013,2.05
RO-ARQ-4987,3.78,7.26,0.0,0.0,2.17
RO-ARQ-4988,5.84,16.0,0.086,0.224,3.34
RO-ARQ-4989,5.71,20.12,0.034,0.202,3.27
RO-ARQ-4990,9.85,12.68,0.0,0.8,5.62
RO-ARQ-4991,6.5,17.19,0.034,0.241,3.72
RO-ARQ-4992,10.19,22.21,0.033,0.633,5.82
RO-ARQ-4993,5.38,5.9,0.0,0.0,3.08
RO-ARQ-4994,10.34,28.34,0.083,0.5,5.9
RO-ARQ-4995,4.75,6.89,0.0,0.0,2.72
RO-ARQ-4996,5.38,8.1,0.0,0.2,3.08
RO-ARQ-4997,4.28,8.11,0.25,0.125,2.45
RO-ARQ-4998,3.03,5.31,0.0,0.0,1.73
RO-ARQ-4999,2.79,5.31,0.36,0.0,1.6
RO-ARQ-5000,3.97,7.62,0.25,0.0,2.27
RO-ARQ-5001,5.02,9.98,0.0,0.077,2.87
RO-ARQ-5002,4.02,5.48,0.105,0.0,2.3
RO-ARQ-5003,6.35,23.41,0.312,0.25,3.63
RO-ARQ-5004,2.48,4.91,0.455,0.0,1.42
RO-ARQ-5005,4.13,8.53,0.143,0.143,2.37
RO-ARQ-5006,1.15,2.2,0.875,0.0,0.66
RO-ARQ-5007,2.0,5.18,0.385,0.0,1.15
RO-ARQ-5008,2.55,5.17,0.429,0.0,1.46
RO-ARQ-5009,2.02,2.62,0.4,0.0,1.16
RO-ARQ-5010,7.17,23.41,0.571,0.286,4.1
RO-ARQ-5011,6.1,19.33,0.083,0.25,3.49
RO-ARQ-5012,3.14,5.7,0.15,0.0,1.8
RO-ARQ-5013,4.77,7.39,0.0,0.0,2.73
RO-ARQ-5014,4.53,4.66,0.0,0.0,2.59
RO-ARQ-5015,6.42,12.13,0.0,0.222,3.67
RO-ARQ-5016,6.21,9.36,0.0,0.143,3.56
RO-ARQ-5017,5.62,8.03,0.077,0.038,3.22
RO-ARQ-5018,5.37,8.15,0.0,0.071,3.08
RO-ARQ-5019,4.57,6.81,0.0,0.0,2.62
RO-ARQ-5020,7.46,13.58,0.0,0.5,4.27
RO-ARQ-5021,11.29,14.92,0.0,0.833,6.44
RO-ARQ-5022,9.28,14.54,0.1,0.7,5.3
RO-ARQ-5023,8.48,17.59,0.0,0.429,4.85
RO-ARQ-5024,4.86,6.9,0.0,0.0,2.78
RO-ARQ-5025,12.48,21.96,0.062,0.708,7.11
RO-ARQ-5026,11.52,38.4,0.091,0.485,6.57
RO-ARQ-5027,6.73,14.13,0.25,0.25,3.85
RO-ARQ-5028,3.17,8.56,0.349,0.023,1.82
RO-ARQ-5029,4.31,9.0,0.206,0.059,2.47
RO-ARQ-5030,6.74,15.44,0.059,0.235,3.86
RO-ARQ-5031,6.11,12.19,0.0,0.286,3.5
RO-ARQ-5032,2.26,2.91,0.4,0.0,1.29
RO-ARQ-5033,4.7,13.48,0.143,0.143,2.69
RO-ARQ-5034,6.01,9.74,0.091,0.273,3.44
RO-ARQ-5035,4.07,7.22,0.0,0.0,2.33
RO-ARQ-5036,8.07,15.07,0.036,0.5,4.61
RO-ARQ-5037,4.08,7.28,0.071,0.0,2.34
RO-ARQ-5038,5.11,7.65,0.0,0.0,2.92
RO-ARQ-5039,3.23,4.54,0.0,0.0,1.85
RO-ARQ-5040,5.59,9.54,0.0,0.222,3.2
RO-ARQ-5041,8.75,12.06,0.0,0.8,5.0
RO-ARQ-5042,2.39,15.07,0.726,0.081,1.37
RO-ARQ-5043,4.25,8.25,0.167,0.167,2.43
RO-ARQ-5044,2.68,13.36,0.6,0.055,1.53
RO-ARQ-5045,2.96,10.37,0.413,0.043,1.69
RO-ARQ-5046,4.12,8.79,0.091,0.011,2.36
RO-ARQ-5047,2.22,3.74,0.429,0.0,1.27
RO-ARQ-5048,3.62,22.02,0.469,0.062,2.07
RO-ARQ-5049,1.53,3.38,0.762,0.0,0.87
RO-ARQ-5050,2.86,8.55,0.393,0.036,1.64
RO-ARQ-5051,1.66,3.23,0.562,0.0,0.95
RO-ARQ-5052,1.44,2.68,0.773,0.0,0.83
RO-ARQ-5053,1.22,2.18,0.786,0.0,0.7
RO-ARQ-5054,1.97,7.51,0.741,0.0,1.13
RO-ARQ-5055,5.39,10.65,0.15,0.3,3.08
RO-ARQ-5056,1.5,4.08,0.667,0.0,0.86
RO-ARQ-5057,3.28,3.28,0.0,0.0,1.88
RO-ARQ-5058,9.97,23.68,0.038,0.538,5.7
RO-ARQ-5059,5.73,15.57,0.143,0.179,3.28
RO-ARQ-5060,6.37,15.57,0.0,0.2,3.65
RO-ARQ-5061,4.82,24.26,0.301,0.192,2.76
RO-ARQ-5062,6.74,21.33,0.07,0.279,3.86
RO-ARQ-5063,5.68,15.39,0.086,0.19,3.25
RO-ARQ-5064,3.27,23.79,0.418,0.063,1.88
RO-ARQ-5065,3.26,5.03,0.091,0.0,1.87
RO-ARQ-5066,1.53,6.29,0.872,0.0,0.87
RO-ARQ-5067,2.6,23.55,0.765,0.088,1.49
RO-ARQ-5068,6.86,24.37,0.25,0.321,3.92
RO-ARQ-5069,2.16,3.55,0.424,0.0,1.24
RO-ARQ-5070,1.97,12.53,0.587,0.043,1.13
RO-ARQ-5071,2.72,17.12,0.567,0.067,1.56
RO-ARQ-5072,2.89,20.04,0.623,0.094,1.66
RO-ARQ-5073,5.83,11.26,0.0,0.185,3.34
RO-ARQ-5074,5.85,7.44,0.0,0.0,3.35
RO-ARQ-5075,4.08,7.4,0.1,0.0,2.34
RO-ARQ-5076,4.16,5.44,0.2,0.0,2.38
RO-ARQ-5077,5.89,9.19,0.0,0.25,3.37
RO-ARQ-5078,6.69,7.14,0.0,0.0,3.83
RO-ARQ-5079,5.14,9.76,0.02,0.122,2.94
RO-ARQ-5080,2.87,4.75,0.5,0.0,1.64
RO-ARQ-5081,4.76,17.83,0.263,0.158,2.73
RO-ARQ-5082,7.98,11.93,0.0,0.667,4.56
RO-ARQ-5083,10.72,19.54,0.015,0.672,6.12
RO-ARQ-5084,7.14,17.84,0.146,0.5,4.09
RO-ARQ-5085,2.68,17.84,0.644,0.067,1.54
RO-ARQ-5086,8.55,11.39,0.0,0.667,4.89
RO-ARQ-5087,13.18,35.05,0.042,0.625,7.51
RO-ARQ-5088,3.66,5.36,0.333,0.0,2.1
RO-ARQ-5089,10.03,21.53,0.058,0.558,5.73
RO-ARQ-5090,23.17,30.29,0.0,0.981,13.04
RO-ARQ-5091,11.51,15.75,0.25,0.75,6.57
RO-ARQ-5092,4.95,10.48,0.091,0.121,2.84
RO-ARQ-5093,3.18,3.28,0.0,0.0,1.82
RO-ARQ-5094,2.85,3.48,0.0,0.0,1.64
RO-ARQ-5095,3.28,4.2,0.0,0.0,1.88
RO-ARQ-5096,3.8,9.86,0.222,0.111,2.17
RO-ARQ-5097,17.81,22.37,0.0,1.0,10.1
RO-ARQ-5098,2.83,4.27,0.4,0.0,1.62
RO-ARQ-5099,2.64,5.82,0.429,0.0,1.51
RO-ARQ-5100,1.75,2.95,0.667,0.0,1.0
RO-ARQ-5101,3.41,4.42,0.0,0.0,1.95
RO-ARQ-5102,1.73,3.61,0.833,0.0,0.99
RO-ARQ-5103,7.05,12.98,0.0,0.4,4.03
RO-ARQ-5104,3.37,7.21,0.429,0.0,1.93
RO-ARQ-5105,1.7,4.55,0.8,0.0,0.97
RO-ARQ-5106,2.96,3.1,0.0,0.0,1.69
RO-ARQ-5107,4.35,7.77,0.083,0.0,2.49
RO-ARQ-5108,4.43,6.9,0.0,0.0,2.53
RO-ARQ-5109,4.53,5.08,0.0,0.0,2.6
RO-ARQ-5110,2.84,4.99,0.333,0.0,1.63
RO-ARQ-5111,1.72,4.08,0.8,0.0,0.98
RO-ARQ-5112,5.89,6.46,0.0,0.0,3.37
RO-ARQ-5113,5.11,6.63,0.0,0.0,2.92
RO-ARQ-5114,3.78,6.46,0.147,0.0,2.17
RO-ARQ-5115,2.87,4.22,0.5,0.0,1.64
RO-ARQ-5116,13.41,52.64,0.0,0.493,7.64
RO-ARQ-5117,14.7,39.86,0.031,0.609,8.37
RO-ARQ-5118,21.6,50.4,0.028,0.875,12.19
RO-ARQ-5119,7.48,22.95,0.043,0.371,4.28
RO-ARQ-5120,5.02,6.68,0.0,0.0,2.88
RO-ARQ-5121,28.22,42.86,0.0,1.0,15.76
RO-ARQ-5122,2.86,3.08,0.0,0.0,1.64
RO-ARQ-5123,3.18,3.28,0.0,0.0,1.82
RO-ARQ-5124,4.54,5.95,0.25,0.0,2.6
RO-ARQ-5125,4.16,8.31,0.056,0.056,2.38
RO-ARQ-5126,4.5,4.78,0.0,0.0,2.57
RO-ARQ-5127,4.5,4.78,0.0,0.0,2.57
RO-ARQ-5128,5.33,8.31,0.111,0.111,3.05
RO-ARQ-5129,5.29,15.39,0.019,0.132,3.03
RO-ARQ-5130,11.79,31.72,0.052,0.483,6.73
RO-ARQ-5131,11.61,24.6,0.043,0.629,6.62
RO-ARQ-5132,13.07,13.67,0.0,1.0,7.44
RO-ARQ-5133,4.43,8.43,0.036,0.036,2.53
RO-ARQ-5134,6.36,9.23,0.0,0.5,3.64
RO-ARQ-5135,6.69,14.61,0.05,0.3,3.83
RO-ARQ-5136,5.46,12.47,0.037,0.204,3.13
RO-ARQ-5137,3.13,10.24,0.333,0.039,1.79
RO-ARQ-5138,3.0,3.43,0.0,0.0,1.72
RO-ARQ-5139,3.46,4.18,0.0,0.0,1.98
RO-ARQ-5140,,,,,
RO-ARQ-5141,,,,,
RO-ARQ-5142,9.29,20.08,0.056,0.5,5.31
RO-ARQ-5143,4.28,15.19,0.131,0.119,2.45
RO-ARQ-5144,9.0,18.77,0.193,0.596,5.14
RO-ARQ-5145,1.94,5.43,0.612,0.0,1.11
RO-ARQ-5146,6.87,18.64,0.057,0.34,3.93
RO-ARQ-5147,7.29,37.48,0.0,0.267,4.17
RO-ARQ-5148,4.62,9.69,0.1,0.1,2.65
RO-ARQ-5149,10.78,37.08,0.036,0.524,6.16
RO-ARQ-5150,13.23,35.05,0.057,0.614,7.53
RO-ARQ-5151,7.75,21.69,0.043,0.348,4.43
RO-ARQ-5152,5.57,15.55,0.083,0.181,3.19
RO-ARQ-5153,9.15,28.83,0.026,0.447,5.23
RO-ARQ-5154,9.55,29.43,0.017,0.5,5.46
RO-ARQ-5155,10.24,30.14,0.036,0.554,5.85
RO-ARQ-5156,7.57,22.5,0.051,0.288,4.33
RO-ARQ-5157,4.59,9.1,0.032,0.048,2.63
RO-ARQ-5158,3.34,7.2,0.198,0.0,1.91
RO-ARQ-5159,4.36,10.79,0.316,0.158,2.5
RO-ARQ-5160,4.5,8.0,0.069,0.0,2.57
RO-ARQ-5161,9.48,30.33,0.05,0.6,5.42
RO-ARQ-5162,9.59,24.83,0.015,0.522,5.48
RO-ARQ-5163,6.29,17.35,0.062,0.203,3.6
RO-ARQ-5164,3.58,7.1,0.159,0.0,2.05
RO-ARQ-5165,2.72,6.25,0.321,0.0,1.56
RO-ARQ-5166,12.85,29.97,0.0,0.667,7.32
RO-ARQ-5167,8.19,19.92,0.0,0.417,4.68
RO-ARQ-5168,8.15,20.84,0.015,0.388,4.66
RO-ARQ-5169,12.99,25.37,0.0,0.797,7.4
RO-ARQ-5170,10.02,25.54,0.031,0.516,5.72
RO-ARQ-5171,15.82,22.12,0.0,0.919,8.99
RO-ARQ-5172,15.03,27.64,0.0,0.938,8.55
RO-ARQ-5173,13.62,27.64,0.0,0.686,7.76
RO-ARQ-5174,4.26,25.54,0.302,0.079,2.44
RO-ARQ-5175,6.35,14.83,0.089,0.3,3.64
RO-ARQ-5176,3.28,5.9,0.182,0.0,1.88
RO-ARQ-5177,4.25,16.85,0.048,0.063,2.43
RO-ARQ-5178,4.97,15.81,0.062,0.077,2.85
RO-ARQ-5179,5.36,16.29,0.034,0.119,3.07
RO-ARQ-5180,4.11,21.59,0.377,0.159,2.35
RO-ARQ-5181,2.26,8.11,0.463,0.015,1.29
RO-ARQ-5182,8.05,28.02,0.47,0.318,4.6
RO-ARQ-5183,2.93,9.29,0.308,0.026,1.68
RO-ARQ-5184,3.18,20.68,0.237,0.05,1.82
RO-ARQ-5185,13.46,26.98,0.06,0.667,7.66
RO-ARQ-5186,9.11,31.99,0.086,0.398,5.21
RO-ARQ-5187,3.99,8.19,0.0,0.091,2.28
RO-ARQ-5188,6.76,17.57,0.109,0.309,3.87
RO-ARQ-5189,5.99,13.22,0.089,0.214,3.43
RO-ARQ-5190,5.46,20.09,0.121,0.182,3.12
RO-ARQ-5191,3.65,20.13,0.743,0.2,2.09
RO-ARQ-5192,2.34,8.79,0.548,0.014,1.34
RO-ARQ-5193,0.91,2.4,0.97,0.0,0.52
RO-ARQ-5194,5.41,18.53,0.172,0.109,3.09
RO-ARQ-5195,5.08,9.98,0.058,0.096,2.91
RO-ARQ-5196,4.62,22.86,0.144,0.089,2.64
RO-ARQ-5197,7.38,28.55,0.0,0.267,4.22
RO-ARQ-5198,4.78,11.81,0.22,0.119,2.73
RO-ARQ-5199,4.34,11.84,0.266,0.125,2.48
RO-ARQ-5200,5.57,13.06,0.0,0.2,3.19
RO-ARQ-5201,5.22,9.17,0.0,0.333,2.99
RO-ARQ-5202,3.45,9.41,0.366,0.073,1.98
RO-ARQ-5203,11.8,18.53,0.0,0.667,6.73
RO-ARQ-5204,8.87,18.13,0.0,0.556,5.07
RO-ARQ-5205,5.23,15.47,0.038,0.096,2.99
RO-ARQ-5206,10.0,25.86,0.037,0.593,5.71
RO-ARQ-5207,8.16,14.83,0.111,0.5,4.66
RO-ARQ-5208,6.71,12.47,0.5,0.5,3.84
RO-ARQ-5209,6.55,11.52,0.0,0.241,3.75
RO-ARQ-5210,13.3,33.74,0.042,0.708,7.58
RO-ARQ-5211,9.96,13.33,0.0,0.667,5.69
RO-ARQ-5212,12.48,39.87,0.012,0.619,7.11
RO-ARQ-5213,8.6,20.83,0.083,0.521,4.92
RO-ARQ-5214,8.75,22.43,0.05,0.533,5.0
RO-ARQ-5215,4.61,6.68,0.091,0.0,2.64
RO-ARQ-5216,4.74,10.1,0.1,0.2,2.72
RO-ARQ-5217,10.17,41.53,0.041,0.425,5.81
RO-ARQ-5218,15.32,27.62,0.0,0.971,8.71
RO-ARQ-5219,3.96,5.73,0.0,0.0,2.27
RO-ARQ-5220,5.76,12.06,0.029,0.118,3.3
RO-ARQ-5221,5.9,7.56,0.0,0.0,3.37
RO-ARQ-5222,7.12,18.38,0.062,0.388,4.07
RO-ARQ-5223,3.48,3.55,0.0,0.0,2.0
RO-ARQ-5224,2.82,10.15,0.235,0.059,1.62
RO-ARQ-5225,10.47,18.38,0.0,0.733,5.98
RO-ARQ-5226,11.26,21.64,0.0,0.741,6.42
RO-ARQ-5227,8.64,21.64,0.0,0.529,4.94
RO-ARQ-5228,12.4,19.84,0.067,0.733,7.07
RO-ARQ-5229,9.74,16.06,0.0,0.706,5.56
RO-ARQ-5230,3.7,9.76,0.161,0.065,2.12
RO-ARQ-5231,6.78,21.56,0.096,0.288,3.88
RO-ARQ-5232,10.06,21.27,0.019,0.615,5.74
RO-ARQ-5233,21.5,46.75,0.0,0.911,12.13
RO-ARQ-5234,8.82,13.06,0.0,0.5,5.04
RO-ARQ-5235,13.06,20.59,0.0,0.833,7.44
RO-ARQ-5236,4.26,9.52,0.5,0.25,2.44
RO-ARQ-5237,5.41,21.56,0.064,0.128,3.1
RO-ARQ-5238,6.4,13.37,0.0,0.286,3.66
RO-ARQ-5239,3.54,6.54,0.217,0.0,2.03
RO-ARQ-5240,3.88,6.3,0.133,0.0,2.22
RO-ARQ-5241,5.39,22.59,0.283,0.196,3.08
RO-ARQ-5242,15.83,55.0,0.0,0.776,8.99
RO-ARQ-5243,12.84,46.71,0.0,0.375,7.32
RO-ARQ-5244,14.97,26.79,0.0,0.767,8.51
RO-ARQ-5245,9.57,28.32,0.085,0.437,5.46
RO-ARQ-5246,14.02,34.25,0.0,0.808,7.98
RO-ARQ-5247,3.77,13.18,0.164,0.036,2.16
RO-ARQ-5248,4.33,12.5,0.311,0.089,2.48
RO-ARQ-5249,8.16,31.55,0.154,0.308,4.67
RO-ARQ-5250,23.44,49.74,0.016,0.839,13.19
RO-ARQ-5251,10.19,23.22,0.107,0.5,5.82
RO-ARQ-5252,9.94,25.45,0.05,0.55,5.68
RO-ARQ-5253,4.07,8.87,0.235,0.059,2.33
RO-ARQ-5254,6.62,21.92,0.067,0.133,3.78
RO-ARQ-5255,5.31,5.85,0.0,0.0,3.04
RO-ARQ-5256,6.24,32.78,0.15,0.283,3.57
RO-ARQ-5257,4.86,15.06,0.067,0.1,2.78
RO-ARQ-5258,19.67,50.68,0.0,0.789,11.13
RO-ARQ-5259,8.57,49.77,0.051,0.407,4.9
RO-ARQ-5260,6.78,14.93,0.0,0.281,3.88
RO-ARQ-5261,4.6,20.73,0.078,0.091,2.64
RO-ARQ-5262,20.48,34.26,0.0,0.917,11.57
RO-ARQ-5263,8.77,20.73,0.2,0.4,5.01
RO-ARQ-5264,13.68,29.29,0.0,0.773,7.79
RO-ARQ-5265,4.12,7.14,0.091,0.0,2.36
RO-ARQ-5266,1.94,3.19,0.714,0.0,1.11
RO-ARQ-5267,5.43,7.49,0.0,0.0,3.11
RO-ARQ-5268,9.79,22.07,0.0,0.56,5.59
RO-ARQ-5269,7.03,10.8,0.0,0.429,4.02
RO-ARQ-5270,7.14,12.39,0.0,0.353,4.08
RO-ARQ-5271,3.72,7.6,0.111,0.0,2.13
RO-ARQ-5272,4.38,10.63,0.122,0.146,2.51
RO-ARQ-5273,3.86,4.79,0.0,0.0,2.21
RO-ARQ-5274,3.0,5.38,0.111,0.0,1.72
RO-ARQ-5275,5.33,12.48,0.055,0.127,3.05
RO-ARQ-5276,3.11,5.47,0.214,0.0,1.78
RO-ARQ-5277,5.4,10.92,0.033,0.133,3.09
RO-ARQ-5278,5.69,19.96,0.065,0.261,3.26
RO-ARQ-5279,3.12,11.15,0.389,0.056,1.79
RO-ARQ-5280,16.6,31.47,0.0,0.934,9.43
RO-ARQ-5281,15.28,26.72,0.014,0.824,8.69
RO-ARQ-5282,13.95,32.82,0.084,0.542,7.94
RO-ARQ-5283,18.92,44.93,0.014,0.783,10.71
RO-ARQ-5284,17.42,52.77,0.0,0.687,9.88
RO-ARQ-5285,8.96,29.6,0.21,0.309,5.12
RO-ARQ-5286,3.71,8.48,0.175,0.018,2.12
